Vampire Nocturnus Avatar | {U} | 1 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Barbed Sextant | {2}{B} | 3 |  | 0
Highland Lake | {1}{R} | 2 |  | 0
Halimar Depths | {6}{R}{R} | 8 |  | 0
Aggressive Mining | {1}{G} | 2 |  | 0
Lapse of Certainty | {G} | 1 |  | 0
Moonglove Extract | {1}{G} | 2 |  | 0
Death Stroke | {3}{G}{G} | 5 |  | 0
Forgotten Harvest | {1}{G} | 2 |  | 0
Jhoira of the Ghitu Avatar | {4}{G} | 5 |  | 0
Implement of Examination | {1}{U}{B} | 3 |  | 0
Death Stroke | {6} | 6 |  | 0
Jhoira of the Ghitu Avatar | {3} | 3 |  | 0
Aggressive Mining | {3} | 3 |  | 0
Planeswalker's Favor | {3} | 3 |  | 0
Highland Lake | {3} | 3 |  | 0
Highland Lake | {2}{W} | 3 |  | 0
Lapse of Certainty | {4}{W} | 5 |  | 0
Lapse of Certainty | {W} | 1 |  | 0
Heretic's Punishment | {3}{W} | 4 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Death Stroke | {3}{B} | 4 |  | 0
White Mana Battery | {2}{B} | 3 |  | 0
Halimar Depths | {1}{B}{B} | 3 |  | 0
Jhoira of the Ghitu Avatar | {3}{B} | 4 |  | 0
Planeswalker's Favor | {2}{R} | 3 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Mastery of the Unseen | {2}{W}{U} | 4 |  | 0
Halimar Depths | {3}{R}{G} | 5 |  | 0
Implement of Examination | {4}{G}{W} | 6 |  | 0
Artificer's Epiphany | 1 | 1 |  | 0
Lapse of Certainty | {1}{W}{B} | 3 |  | 0
Mighty Leap | {1}{U} | 2 |  | 0
Artificer's Epiphany | {3}{B}{R} | 5 |  | 0
Jhoira of the Ghitu Avatar | {W} | 1 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Artificer's Epiphany | {1}{W} | 2 |  | 0
Lapse of Certainty | {3}{B} | 4 |  | 0
Lapse of Certainty | {2}{B} | 3 |  | 0
Jhoira of the Ghitu Avatar | {2}{R}{R} | 4 |  | 0
Planeswalker's Favor | {2}{R} | 3 |  | 0
Artificer's Epiphany | {G} | 1 |  | 0
Moonglove Extract | {4}{G} | 5 |  | 0
Death Stroke | {4}{G}{G} | 6 |  | 0
Gruul Turf | {1}{G} | 2 |  | 0
Moonglove Extract | {1}{B}{G} | 3 |  | 0
Lapse of Certainty | {W}{U}{B}{R}{G} | 5 |  | 0
Jhoira of the Ghitu Avatar | {3}{U}{R} | 5 |  | 0
Forgotten Harvest | {W}{B} | 2 |  | 0
Planeswalker's Favor | {1}{U}{R} | 3 |  | 0
Unfulfilled Desires | {2} | 2 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Colossal Might | {2}{W} | 3 |  | 0
Artificer's Epiphany | {4}{W}{W} | 6 |  | 0
Planeswalker's Favor | {1}{W}{W} | 3 |  | 0
Lapse of Certainty | {3}{W} | 4 |  | 0
Lapse of Certainty | {1}{W}{W} | 3 |  | 0
Implement of Examination | {2}{W} | 3 |  | 0
Lapse of Certainty | {3}{W} | 4 |  | 0
Moonglove Extract | {2}{U}{U} | 4 |  | 0
Lapse of Certainty | {3}{U} | 4 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Artificer's Epiphany | {1}{U} | 2 |  | 0
Common Courtesy | {1}{B} | 2 |  | 0
Common Courtesy | {2}{B} | 3 |  | 0
Halimar Depths | {B} | 1 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Common Courtesy | {2}{R}{R} | 4 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Lapse of Certainty | {1}{R} | 2 |  | 0
Moonglove Extract | {2}{R} | 3 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Lapse of Certainty | {3}{R}{R} | 5 |  | 0
Jhoira of the Ghitu Avatar | {3}{R} | 4 |  | 0
Artificer's Epiphany | {3}{R}{R} | 5 |  | 0
Barbed Sextant | {4}{R} | 5 |  | 0
Westvale Abbey | {1}{R} | 2 |  | 0
Lapse of Certainty | {G} | 1 |  | 0
Implement of Examination | {2}{G}{G} | 4 |  | 0
Artificer's Epiphany | {3}{G}{G} | 5 |  | 0
Lapse of Certainty | {3}{G} | 4 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Artificer's Epiphany | {1} | 1 |  | 0
Barbed Sextant | 1 | 1 |  | 0
Artificer's Epiphany | 1 | 1 |  | 0
Artificer's Epiphany | 1 | 1 |  | 0
Planeswalker's Favor | {3}{W}{W}{W} | 6 |  | 0
Highland Lake | {3}{U} | 4 |  | 0
Artificer's Epiphany | {3}{U} | 4 |  | 0
Colossal Might | {1}{U} | 2 |  | 0
Cover of Winter | {1}{U} | 2 |  | 0
Artificer's Epiphany | {2}{B}{B} | 4 |  | 0
Common Courtesy | {4}{B} | 5 |  | 0
Doubling Cube | {R} | 1 |  | 0
Lapse of Certainty | {5}{R}{R} | 7 |  | 0
Reality Anchor | {X}{R} | 1 |  | 0
Forgotten Harvest | {2}{R} | 3 |  | 0
Halimar Depths | {R} | 1 |  | 0
Jhoira of the Ghitu Avatar | {2}{G} | 3 |  | 0
Unfulfilled Desires | 1 | 1 |  | 0
Barbed Sextant | {1}{W} | 2 |  | 0
Jhoira of the Ghitu Avatar | {2}{W} | 3 |  | 0
Phosphorescent Feast | {2}{W} | 3 |  | 0
Lapse of Certainty | {2}{W} | 3 |  | 0
Artificer's Epiphany | {2}{R} | 3 |  | 0
Artificer's Epiphany | {1}{R} | 2 |  | 0
Enervate | {3}{R} | 4 |  | 0
Vampire Nocturnus Avatar | {3}{R} | 4 |  | 0
Vampire Nocturnus Avatar | {2}{G}{G} | 4 |  | 0
Artificer's Epiphany | {3}{G}{G} | 5 |  | 0
Implement of Examination | {1}{G} | 2 |  | 0
Forgotten Harvest | {G} | 1 |  | 0
Common Courtesy | {G}{W} | 2 |  | 0
Barbed Sextant | 1 | 1 |  | 0
Artificer's Epiphany | {2}{W}{W} | 4 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Lapse of Certainty | {3}{W} | 4 |  | 0
Lapse of Certainty | {2}{W} | 3 |  | 0
Colossal Might | {W} | 1 |  | 0
Artificer's Epiphany | {W} | 1 |  | 0
Planeswalker's Favor | {W} | 1 |  | 0
Phosphorescent Feast | {3}{U} | 4 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Ink-Eyes, Servant of Oni Avatar | {3}{U}{U} | 5 |  | 0
Lapse of Certainty | {3}{U} | 4 |  | 0
Leyline of Punishment | {1}{U} | 2 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Lapse of Certainty | {4}{B} | 5 |  | 0
Death Stroke | {3}{B} | 4 |  | 0
Lapse of Certainty | {2}{B} | 3 |  | 0
Moonglove Extract | {2}{B} | 3 |  | 0
Introductions Are in Order | {2}{B} | 3 |  | 0
Death Stroke | {3}{B}{B} | 5 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Vampire Nocturnus Avatar | {2}{B} | 3 |  | 0
Underground River | {B} | 1 |  | 0
Vampire Nocturnus Avatar | {1}{B} | 2 |  | 0
Artificer's Epiphany | {R} | 1 |  | 0
Artificer's Epiphany | {4}{R}{R}{R} | 7 |  | 0
Colossal Might | {2}{R} | 3 |  | 0
Supernatural Stamina | {3}{R} | 4 |  | 0
Barbed Sextant | {R} | 1 |  | 0
Moonglove Extract | {2}{R}{R} | 4 |  | 0
Gideon's Resolve | {3}{R}{R} | 5 |  | 0
Rune of Protection: Blue | {R} | 1 |  | 0
Forgotten Harvest | {6}{R} | 7 |  | 0
Vampire Nocturnus Avatar | {G} | 1 |  | 0
Jhoira of the Ghitu Avatar | {3}{G} | 4 |  | 0
Implement of Examination | {3}{G} | 4 |  | 0
Jhoira of the Ghitu Avatar | {4}{G}{G}{G} | 7 |  | 0
Lapse of Certainty | {2}{G} | 3 |  | 0
Vampire Nocturnus Avatar | {3}{G}{G}{G} | 6 |  | 0
Reality Anchor | {2}{G}{G} | 4 |  | 0
Lapse of Certainty | {6}{G}{G} | 8 |  | 0
Barbed Sextant | 1 | 1 |  | 0
Aggressive Mining | {U} | 1 |  | 0
Halimar Depths | {2}{U} | 3 |  | 0
Reality Anchor | {1}{U} | 2 |  | 0
Vampire Nocturnus Avatar | {2}{R} | 3 |  | 0
Common Courtesy | {1}{R} | 2 |  | 0
Vampire Nocturnus Avatar | {3}{G}{G} | 5 |  | 0
Artificer's Epiphany | {1}{G} | 2 |  | 0
Death Stroke | {1}{W} | 2 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Common Courtesy | {1}{U} | 2 |  | 0
Glassblower's Puzzleknot | {1}{B}{B} | 3 |  | 0
Highland Lake | {X}{R} | 1 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Unfulfilled Desires | {1}{R}{R} | 3 |  | 0
Barbed Sextant | {2}{G}{G} | 4 |  | 0
Forgotten Harvest | {G} | 1 |  | 0
Common Courtesy | {G} | 1 |  | 0
Lapse of Certainty | {G} | 1 |  | 0
Moonglove Extract | {5}{G} | 6 |  | 0
Jhoira of the Ghitu Avatar | {2}{R} | 3 |  | 0
Jhoira of the Ghitu Avatar | {1}{W} | 2 |  | 0
Heretic's Punishment | {W} | 1 |  | 0
Lapse of Certainty | {W}{W} | 2 |  | 0
Common Courtesy | {3}{W} | 4 |  | 0
Moonglove Extract | {8}{U}{U} | 10 |  | 0
Common Courtesy | {3}{B} | 4 |  | 0
Lapse of Certainty | {B} | 1 |  | 0
Moonglove Extract | {4}{R} | 5 |  | 0
Lapse of Certainty | {3}{R} | 4 |  | 0
Lapse of Certainty | {R} | 1 |  | 0
Mighty Leap | {4}{R}{R} | 6 |  | 0
Artificer's Epiphany | {3} | 3 |  | 0
Origin Spellbomb | {1} | 1 |  | 0
Lapse of Certainty | {3} | 3 |  | 0
Mastery of the Unseen | {6} | 6 |  | 0
Implement of Examination | {1} | 1 |  | 0
Phosphorescent Feast | {2} | 2 |  | 0
Lapse of Certainty | {4} | 4 |  | 0
Jhoira of the Ghitu Avatar | {2} | 2 |  | 0
Steelshaper's Gift | {3} | 3 |  | 0
Leyline of Punishment | {1} | 1 |  | 0
Artificer's Epiphany | {3} | 3 |  | 0
Minamo's Meddling | 1 | 1 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Mastery of the Unseen | {W} | 1 |  | 0
Common Courtesy | {7}{W}{W}{W} | 10 |  | 0
Steelshaper's Gift | {2}{W}{W} | 4 |  | 0
Death Stroke | {X}{U}{U} | 2 |  | 0
Artificer's Epiphany | {5}{B} | 6 |  | 0
Barbed Sextant | {2}{B}{B} | 4 |  | 0
Vampire Nocturnus Avatar | {G} | 1 |  | 0
Forgotten Harvest | {G}{G} | 2 |  | 0
Ancient Craving | {3} | 3 |  | 0
Aggressive Mining | {2} | 2 |  | 0
Unfulfilled Desires | {4} | 4 |  | 0
Highland Lake | {3} | 3 |  | 0
Doubling Cube | {2} | 2 |  | 0
Forgotten Harvest | {3}{W} | 4 |  | 0
Death Stroke | {2}{W}{W} | 4 |  | 0
Forgotten Harvest | {2}{U} | 3 |  | 0
Underground River | {6}{U}{U} | 8 |  | 0
Artificer's Epiphany | {1}{U} | 2 |  | 0
Moonglove Extract | {2}{B} | 3 |  | 0
Forgotten Harvest | {3}{R}{R} | 5 |  | 0
Lapse of Certainty | {3}{R}{R} | 5 |  | 0
Jhoira of the Ghitu Avatar | {7}{G}{G} | 9 |  | 0
Unfulfilled Desires | {1}{G} | 2 |  | 0
Vampire Nocturnus Avatar | {3}{G} | 4 |  | 0
Lapse of Certainty | {3} | 3 |  | 0
Jhoira of the Ghitu Avatar | {5} | 5 |  | 0
Jhoira of the Ghitu Avatar | {3} | 3 |  | 0
Lapse of Certainty | {2} | 2 |  | 0
Artificer's Epiphany | {2} | 2 |  | 0
Common Courtesy | {9} | 9 |  | 0
Testament of Faith | {W} | 1 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Barbed Sextant | {W} | 1 |  | 0
Lapse of Certainty | {1}{W}{W} | 3 |  | 0
Unfulfilled Desires | {1}{W} | 2 |  | 0
Jhoira of the Ghitu Avatar | {4}{W} | 5 |  | 0
Planeswalker's Favor | {2}{W} | 3 |  | 0
Ancestral Memories | {4}{W}{W} | 6 |  | 0
Artificer's Epiphany | {2}{U}{U} | 4 |  | 0
Artificer's Epiphany | {1}{U} | 2 |  | 0
Lapse of Certainty | {4}{U} | 5 |  | 0
Barbed Sextant | {5}{U} | 6 |  | 0
Lapse of Certainty | {4}{U}{U} | 6 |  | 0
Moonglove Extract | {1}{B} | 2 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Vampire Nocturnus Avatar | {1}{R} | 2 |  | 0
Death Stroke | {1}{R} | 2 |  | 0
Jhoira of the Ghitu Avatar | {2}{R} | 3 |  | 0
Introductions Are in Order | {2}{R}{R} | 4 |  | 0
Cover of Winter | {1}{G} | 2 |  | 0
Planeswalker's Favor | {3}{G}{G} | 5 |  | 0
Vampire Nocturnus Avatar | {6} | 6 |  | 0
Barbed Sextant | {4} | 4 |  | 0
Artificer's Epiphany | {2} | 2 |  | 0
Rune of Protection: Blue | {3} | 3 |  | 0
Arcanis, the Omnipotent Avatar | {6} | 6 |  | 0
Planeswalker's Favor | {3} | 3 |  | 0
Minamo, School at Water's Edge | 1 | 1 |  | 0
Artificer's Epiphany | {5}{W} | 6 |  | 0
Enervate | {2}{W} | 3 |  | 0
Artificer's Epiphany | {hw} | 0 | .5 | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Crucible of the Spirit Dragon | {1}{U} | 2 |  | 0
Barbed Sextant | {2}{B}{B} | 4 |  | 0
Ancestral Memories | {1}{B}{B} | 3 |  | 0
Ancient Craving | {1}{B} | 2 |  | 0
Halimar Depths | {2}{R} | 3 |  | 0
Bind | {1}{G} | 2 |  | 0
Metamorphosis | {4}{G} | 5 |  | 0
The Ultimate Nightmare of Wizards of the Coast® Customer Service | {1}{G}{G} | 3 |  | 0
Moonglove Extract | {4}{G} | 5 |  | 0
Metamorphosis | {5}{G}{G}{G} | 8 |  | 0
Barbed Sextant | {2}{B}{R} | 4 |  | 0
Anarchy | {1}{G} | 2 |  | 0
Lapse of Certainty | {2} | 2 |  | 0
Colossal Might | {1}{W} | 2 |  | 0
Halimar Depths | {1}{U}{U} | 3 |  | 0
Implement of Examination | {4}{U}{U} | 6 |  | 0
Lapse of Certainty | {2}{U}{U} | 4 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Forgotten Harvest | {1}{B}{B} | 3 |  | 0
Artificer's Epiphany | {X}{B}{B} | 2 |  | 0
Common Courtesy | {1}{R} | 2 |  | 0
Cover of Winter | {1}{R}{R} | 3 |  | 0
Arcanis, the Omnipotent Avatar | {1}{R}{R} | 3 |  | 0
Jhoira of the Ghitu Avatar | {2}{R}{R} | 4 |  | 0
I Delight in Your Convulsions | {1}{R} | 2 |  | 0
Artificer's Epiphany | {4}{G} | 5 |  | 0
Artificer's Epiphany | {1}{W} | 2 |  | 0
Nahiri's Wrath | {2}{W} | 3 |  | 0
Artificer's Epiphany | {4}{U} | 5 |  | 0
Secret Salvage | {3}{U} | 4 |  | 0
Lapse of Certainty | {X}{B}{B} | 2 |  | 0
Staff of the Wild Magus | {4}{B} | 5 |  | 0
Unfulfilled Desires | {4}{B} | 5 |  | 0
Lapse of Certainty | {B}{B} | 2 |  | 0
Phosphorescent Feast | {B}{B}{B} | 3 |  | 0
Introductions Are in Order | {R} | 1 |  | 0
Artificer's Epiphany | {3}{R} | 4 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
The Tabernacle at Pendrell Vale | {1}{G}{G} | 3 |  | 0
Seafarer's Quay | {1}{G}{G} | 3 |  | 0
Jhoira of the Ghitu Avatar | {1}{G} | 2 |  | 0
Vampire Nocturnus Avatar | {2}{G}{G} | 4 |  | 0
Jhoira of the Ghitu Avatar | {3} | 3 |  | 0
Nivix, Aerie of the Firemind | 1 | 1 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Common Courtesy | {4}{W} | 5 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Lapse of Certainty | {4}{W} | 5 |  | 0
Lapse of Certainty | {5}{U} | 6 |  | 0
Common Courtesy | {1}{B} | 2 |  | 0
Halimar Depths | {3}{B}{B}{B} | 6 |  | 0
Mighty Leap | {1}{B} | 2 |  | 0
Lapse of Certainty | {4}{R}{R} | 6 |  | 0
Metamorphosis | {4}{R} | 5 |  | 0
Jhoira of the Ghitu Avatar | {1}{R}{R} | 3 |  | 0
Vampire Nocturnus Avatar | {R} | 1 |  | 0
Lapse of Certainty | {G} | 1 |  | 0
Jhoira of the Ghitu Avatar | {1}{U}{U}{B} | 4 |  | 0
Artificer's Epiphany | {1}{U}{B} | 3 |  | 0
Artificer's Epiphany | {5}{U}{B}{B} | 8 |  | 0
Arcanis, the Omnipotent Avatar | {1}{R}{W} | 3 |  | 0
Testament of Faith | {3} | 3 |  | 0
Colossal Might | {5} | 5 |  | 0
Implement of Examination | {3} | 3 |  | 0
Artificer's Epiphany | {1} | 1 |  | 0
Cloud Cover | {2}{W}{W} | 4 |  | 0
Highland Lake | {1}{B} | 2 |  | 0
Common Courtesy | {1}{W} | 2 |  | 0
Artificer's Epiphany | {2}{U}{U} | 4 |  | 0
Artificer's Epiphany | {1}{U} | 2 |  | 0
Metamorphosis | {3}{U} | 4 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Cover of Winter | {3}{B} | 4 |  | 0
The Tabernacle at Pendrell Vale | {3}{R} | 4 |  | 0
Lapse of Certainty | {4}{R} | 5 |  | 0
Metamorphosis | {3}{G}{G} | 5 |  | 0
Artificer's Epiphany | {W}{B} | 2 |  | 0
Implement of Examination | {B}{R}{G}{W} | 4 |  | 0
Moonglove Extract | {1}{U}{R} | 3 |  | 0
Increasing Vengeance | {R}{G}{W}{U} | 4 |  | 0
Lapse of Certainty | {U}{R} | 2 |  | 0
Staff of the Wild Magus | {W/B}{W/B} | 2 |  | 0
Planeswalker's Favor | {3}{U/R} | 4 |  | 0
Flying Crane Technique | {3} | 3 |  | 0
Aggressive Mining | {W}{W} | 2 |  | 0
Lapse of Certainty | {1}{W}{W} | 3 |  | 0
Jhoira of the Ghitu Avatar | {5}{U} | 6 |  | 0
Common Courtesy | {3}{B} | 4 |  | 0
Barbed Sextant | {1}{B} | 2 |  | 0
Minamo's Meddling | {3}{B} | 4 |  | 0
Halimar Depths | {1}{R} | 2 |  | 0
Vampire Nocturnus Avatar | {2}{G}{G}{U}{U} | 6 |  | 0
Lapse of Certainty | {B}{R} | 2 |  | 0
Enervate | {X}{W}{U} | 2 |  | 0
Planeswalker's Favor | {B}{B}{R} | 3 |  | 0
Silverstrike | {3}{W}{U} | 5 |  | 0
Death Stroke | {3}{B}{R} | 5 |  | 0
Silverstrike | {3}{W/U}{W/U}{W/U} | 6 |  | 0
Greed | {3}{B}{G} | 5 |  | 0
Halimar Depths | {3}{W}{B} | 5 |  | 0
Swarmyard | {X}{G}{W} | 2 |  | 0
Lapse of Certainty | {2} | 2 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Vampire Nocturnus Avatar | 1 | 1 |  | 0
Secret Salvage | {4}{W}{W} | 6 |  | 0
Unfulfilled Desires | {2}{W} | 3 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Planeswalker's Favor | {4}{U} | 5 |  | 0
Planeswalker's Favor | {5}{U}{U} | 7 |  | 0
Planeswalker's Favor | {3}{U} | 4 |  | 0
Artificer's Epiphany | {1}{U}{U} | 3 |  | 0
Jhoira of the Ghitu Avatar | {1}{B}{B} | 3 |  | 0
Vampire Nocturnus Avatar | {2}{R}{R} | 4 |  | 0
Implement of Examination | {2}{G}{G} | 4 |  | 0
Vampire Nocturnus Avatar | {3}{G} | 4 |  | 0
Moonglove Extract | 1 | 1 |  | 0
Jhoira of the Ghitu Avatar | {W}{W} | 2 |  | 0
Artificer's Epiphany | {2}{W} | 3 |  | 0
Artificer's Epiphany | {2}{W}{W}{W} | 5 |  | 0
Vampire Nocturnus Avatar | {1}{W} | 2 |  | 0
Artificer's Epiphany | {3}{W} | 4 |  | 0
Barbed Sextant | {2}{U} | 3 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Barbed Sextant | {2}{U} | 3 |  | 0
Vampire Nocturnus Avatar | {3}{U}{U} | 5 |  | 0
Vampire Nocturnus Avatar | {U} | 1 |  | 0
Vernal Equinox | {1}{U} | 2 |  | 0
Lapse of Certainty | {2}{B} | 3 |  | 0
Common Courtesy | {3}{B}{B} | 5 |  | 0
Lapse of Certainty | {3}{B}{B} | 5 |  | 0
Nivix, Aerie of the Firemind | {3}{B}{B} | 5 |  | 0
Colossal Might | {2}{B} | 3 |  | 0
Lapse of Certainty | {1}{B}{B} | 3 |  | 0
Implement of Examination | {3}{B} | 4 |  | 0
Lapse of Certainty | {6}{R}{R} | 8 |  | 0
Moonglove Extract | {4}{R} | 5 |  | 0
Lapse of Certainty | {4}{R}{R} | 6 |  | 0
Lapse of Certainty | {2}{R} | 3 |  | 0
Halimar Depths | {1}{G}{G} | 3 |  | 0
Moonglove Extract | {X}{G} | 1 |  | 0
Common Courtesy | {2}{G} | 3 |  | 0
Cover of Winter | {1}{G} | 2 |  | 0
Implement of Examination | {G}{G} | 2 |  | 0
Lapse of Certainty | {3}{G} | 4 |  | 0
Halimar Depths | {G}{G}{G} | 3 |  | 0
Planeswalker's Favor | {3}{R}{G} | 5 |  | 0
Moonglove Extract | {5} | 5 |  | 0
Barbed Sextant | {2} | 2 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Implement of Examination | {1}{G}{G} | 3 |  | 0
Lapse of Certainty | {R}{R}{R}{R} | 4 |  | 0
Barbed Sextant | {3}{W}{W} | 5 |  | 0
Artificer's Epiphany | {2}{W} | 3 |  | 0
Testament of Faith | {2}{W} | 3 |  | 0
Planeswalker's Favor | {1}{U}{U} | 3 |  | 0
Lapse of Certainty | {B}{B} | 2 |  | 0
Common Courtesy | {3}{G} | 4 |  | 0
Barbed Sextant | {R}{W} | 2 |  | 0
Jhoira of the Ghitu Avatar | {B}{G} | 2 |  | 0
Lapse of Certainty | {1}{W}{W} | 3 |  | 0
Vampire Nocturnus Avatar | {W} | 1 |  | 0
Lapse of Certainty | {W}{W} | 2 |  | 0
Lapse of Certainty | {3}{W}{W} | 5 |  | 0
Lapse of Certainty | {2}{U} | 3 |  | 0
Artificer's Epiphany | {7}{U} | 8 |  | 0
Lapse of Certainty | {0} | 0 |  | 0
Artificer's Epiphany | {1}{U} | 2 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Jhoira of the Ghitu Avatar | {2}{U} | 3 |  | 0
Artificer's Epiphany | {3}{B}{B} | 5 |  | 0
Artificer's Epiphany | {2}{B}{B} | 4 |  | 0
Jhoira of the Ghitu Avatar | {1}{B} | 2 |  | 0
Colossal Might | {6}{B}{B} | 8 |  | 0
Artificer's Epiphany | {3}{R}{R} | 5 |  | 0
Jhoira of the Ghitu Avatar | {6}{R}{R} | 8 |  | 0
Swirling Sandstorm | {1}{G}{G} | 3 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Artificer's Epiphany | {G} | 1 |  | 0
Implement of Examination | {3}{G}{G} | 5 |  | 0
Implement of Examination | {3}{G} | 4 |  | 0
Muraganda Petroglyphs | {3}{G} | 4 |  | 0
Common Courtesy | {2}{G} | 3 |  | 0
Lapse of Certainty | {W}{U}{B}{R}{G} | 5 |  | 0
Death Stroke | 1 | 1 |  | 0
Lapse of Certainty | 1 | 1 |  | 0
Death Stroke | {0} | 0 |  | 0
Underground River | {B} | 1 |  | 0
Highland Lake | {X}{B} | 1 |  | 0
Vampire Nocturnus Avatar | {G}{U} | 2 |  | 0
Scorching Missile | {2}{B}{B} | 4 |  | 0
Lapse of Certainty | {1}{U}{U} | 3 |  | 0
Jhoira of the Ghitu Avatar | {1}{U}{R} | 3 |  | 0
Lapse of Certainty | {2}{W} | 3 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Death Stroke | {6}{U} | 7 |  | 0
Jhoira of the Ghitu Avatar | {3}{U}{U} | 5 |  | 0
Heretic's Punishment | {1}{U} | 2 |  | 0
Unfulfilled Desires | {1}{U} | 2 |  | 0
Lapse of Certainty | {1}{U} | 2 |  | 0
Common Courtesy | {4}{B} | 5 |  | 0
Halimar Depths | {4}{B} | 5 |  | 0
Vampire Nocturnus Avatar | {B} | 1 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Blue Elemental Blast | {3}{B} | 4 |  | 0
Common Courtesy | {4}{B} | 5 |  | 0
Implement of Examination | {3}{R}{R} | 5 |  | 0
Death Stroke | {R} | 1 |  | 0
Lapse of Certainty | {1}{R} | 2 |  | 0
Artificer's Epiphany | {3}{G} | 4 |  | 0
Lapse of Certainty | {4}{G} | 5 |  | 0
Implement of Examination | {3}{G} | 4 |  | 0
Halimar Depths | {G} | 1 |  | 0
Colossal Might | {G}{W} | 2 |  | 0
Jhoira of the Ghitu Avatar | {2}{U}{B} | 4 |  | 0
Jhoira of the Ghitu Avatar | {3} | 3 |  | 0
Artificer's Epiphany | {1} | 1 |  | 0
Barbed Sextant | 1 | 1 |  | 0
Artificer's Epiphany | 1 | 1 |  | 0
Lapse of Certainty | {6} | 6 |  | 0
Jhoira of the Ghitu Avatar | {3}{R}{R} | 5 |  | 0
Lapse of Certainty | {2}{W} | 3 |  | 0
Stonehewer Giant Avatar | {2}{W} | 3 |  | 0
Lapse of Certainty | {1}{W} | 2 |  | 0
Planeswalker's Favor | {1}{U} | 2 |  | 0
Lapse of Certainty | {3}{U} | 4 |  | 0
Vampire Nocturnus Avatar | {3}{U} | 4 |  | 0
Phosphorescent Feast | {1}{U} | 2 |  | 0
Artificer's Epiphany | {2}{U} | 3 |  | 0
Forgotten Harvest | {1}{B} | 2 |  | 0
Moonglove Extract | {2}{B}{B} | 4 |  | 0
Unfulfilled Desires | {4}{B} | 5 |  | 0
Artificer's Epiphany | {B} | 1 |  | 0
Grove of the Burnwillows | {3}{B} | 4 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Lapse of Certainty | {5}{R} | 6 |  | 0
Highland Lake | {3}{R} | 4 |  | 0
Voices from the Void | {3}{R} | 4 |  | 0
Aggressive Mining | {3}{R} | 4 |  | 0
Colossal Might | {3}{G} | 4 |  | 0
Unfulfilled Desires | {3}{G} | 4 |  | 0
White Mana Battery | {2}{G} | 3 |  | 0
Jhoira of the Ghitu Avatar | {3}{G} | 4 |  | 0
Moonglove Extract | {2}{G} | 3 |  | 0
Highland Lake | {2} | 2 |  | 0
Planeswalker's Favor | {4}{W} | 5 |  | 0
Artificer's Epiphany | {W} | 1 |  | 0
Artificer's Epiphany | {3}{W}{W}{W} | 6 |  | 0
Moonglove Extract | {5}{W} | 6 |  | 0
Artificer's Epiphany | {4}{U} | 5 |  | 0
Colossal Might | {3}{U} | 4 |  | 0
Lapse of Certainty | {3}{B} | 4 |  | 0
Reality Anchor | {3}{B}{B}{B} | 6 |  | 0
Lapse of Certainty | {1}{B} | 2 |  | 0
Artificer's Epiphany | {1}{B} | 2 |  | 0
Barbed Sextant | {3}{R} | 4 |  | 0
Jhoira of the Ghitu Avatar | {R} | 1 |  | 0
Moonglove Extract | {1}{R} | 2 |  | 0
Lapse of Certainty | {4}{R}{R} | 6 |  | 0
Lapse of Certainty | {1}{G} | 2 |  | 0
Colossal Might | {5}{G}{G}{G} | 8 |  | 0
